age,gender,city,income,spending_score,membership_years,recommend
27,Female,Hyderabad,25037,39,0.9,No
61,Female,Chennai,48633,49,6.6,No
34,Female,Hyderabad,44495,93,3.0,No
55,Female,Chennai,84550,82,1.0,Yes
24,Male,Bangalore,101384,44,2.7,No
63,Female,Mumbai,56483,72,8.1,Yes
30,Male,Hyderabad,133181,54,8.6,Yes
57,Male,Delhi,93373,95,5.1,Yes
59,Female,Mumbai,54069,34,4.5,No
26,Male,Delhi,27370,71,9.8,Yes
44,Female,Mumbai,139873,36,2.4,No
19,Male,Mumbai,136843,18,2.5,No
22,Female,Chennai,91947,38,3.3,Yes
46,Male,Hyderabad,59133,59,2.1,No
54,Female,Hyderabad,116035,9,4.1,Yes
55,Female,Mumbai,115761,73,9.2,Yes
36,Female,Bangalore,133753,72,6.3,Yes
25,Female,Bangalore,20692,51,4.4,Yes
62,Male,Delhi,48926,35,9.4,No
18,Female,Delhi,119782,82,1.0,No
39,Male,Chennai,124700,5,2.5,No
34,Male,Mumbai,93984,14,5.9,Yes
24,Male,Delhi,63390,92,6.3,Yes
42,Female,Delhi,69593,30,0.9,No
62,Male,Mumbai,95609,4,4.3,Yes
21,Male,Chennai,120950,39,6.7,Yes
53,Male,Delhi,25209,84,7.1,Yes
23,Female,Chennai,146700,64,6.6,Yes
48,Female,Hyderabad,26533,25,3.5,No
36,Male,Chennai,106597,28,1.4,No
61,Female,Bangalore,27211,76,4.6,Yes
56,Female,Bangalore,29927,66,1.7,No
44,Male,Chennai,97463,78,9.5,Yes
27,Male,Bangalore,137333,22,5.0,Yes
43,Female,Hyderabad,44594,31,3.5,No
36,Male,Mumbai,94852,23,7.8,Yes
56,Female,Bangalore,97713,48,5.2,Yes
20,Female,Bangalore,96382,20,3.4,Yes
62,Female,Chennai,27933,38,8.2,No
30,Female,Hyderabad,123780,55,8.7,Yes
45,Female,Mumbai,132157,68,6.9,Yes
37,Female,Chennai,60696,79,0.9,Yes
45,Male,Chennai,85449,88,5.9,Yes
25,Male,Hyderabad,87616,89,7.8,Yes
58,Female,Mumbai,26089,1,1.8,No
56,Female,Hyderabad,76548,7,2.7,No
18,Female,Mumbai,46123,57,8.9,Yes
20,Male,Hyderabad,27797,95,0.7,No
30,Female,Chennai,70013,12,7.7,Yes
45,Male,Chennai,28346,5,5.0,No
42,Female,Delhi,105414,50,4.7,No
50,Female,Bangalore,53672,42,0.6,No
55,Male,Hyderabad,37653,12,8.3,No
23,Male,Delhi,69556,18,3.9,Yes
61,Female,Bangalore,143723,66,5.6,Yes
62,Female,Hyderabad,128278,74,6.9,Yes
49,Female,Mumbai,46140,79,7.2,Yes
62,Male,Bangalore,21184,94,9.6,Yes
64,Male,Chennai,143626,17,5.5,Yes
38,Male,Delhi,54493,68,4.3,Yes
33,Male,Bangalore,64148,71,9.6,Yes
38,Male,Bangalore,44846,62,6.6,No
28,Male,Chennai,131361,41,3.3,Yes
54,Female,Hyderabad,42195,95,1.7,No
53,Female,Mumbai,25606,34,8.5,No
52,Male,Chennai,23956,70,3.9,Yes
36,Female,Mumbai,36555,45,6.8,No
37,Female,Hyderabad,110385,58,5.0,Yes
35,Male,Bangalore,38690,51,2.4,No
64,Female,Mumbai,78502,34,6.2,Yes
58,Male,Delhi,144586,44,1.1,No
31,Male,Delhi,68849,15,4.4,Yes
32,Female,Chennai,46347,78,5.7,Yes
48,Male,Hyderabad,118725,70,4.6,Yes
18,Male,Chennai,123844,50,7.6,Yes
20,Male,Chennai,111321,32,8.4,Yes
33,Male,Chennai,69056,67,7.8,Yes
40,Male,Delhi,83851,3,0.9,No
28,Male,Delhi,118234,86,2.3,Yes
29,Male,Chennai,101502,86,5.6,Yes
27,Male,Delhi,116633,74,9.4,Yes
49,Female,Hyderabad,101418,51,8.4,Yes
33,Female,Chennai,90211,67,8.5,No
25,Female,Delhi,61850,76,3.4,Yes
55,Male,Mumbai,98545,93,4.6,Yes
29,Male,Chennai,47843,48,5.0,No
41,Female,Chennai,82320,17,2.0,No
45,Female,Hyderabad,49793,7,0.8,No
25,Female,Bangalore,59516,13,9.5,No
45,Male,Bangalore,124407,66,2.8,Yes
53,Female,Hyderabad,149045,4,2.8,No
43,Female,Hyderabad,37857,10,1.3,No
25,Male,Hyderabad,39627,88,9.3,Yes
45,Female,Bangalore,81822,17,6.0,Yes
45,Male,Hyderabad,104101,52,6.8,Yes
54,Male,Delhi,111561,6,9.2,Yes
58,Male,Chennai,72248,83,3.8,Yes
53,Female,Chennai,75798,69,6.4,Yes
44,Female,Mumbai,113368,96,0.9,Yes
34,Male,Mumbai,64116,74,2.3,Yes
26,Female,Chennai,95318,9,8.4,Yes
50,Female,Delhi,124186,91,7.8,Yes
37,Female,Bangalore,147119,77,3.8,Yes
30,Female,Bangalore,107902,83,4.1,Yes
45,Male,Delhi,48557,21,5.6,No
46,Female,Bangalore,91334,24,0.5,No
30,Male,Hyderabad,95163,4,2.8,No
63,Male,Chennai,126719,24,2.5,No
52,Female,Chennai,143099,59,2.9,Yes
23,Male,Delhi,98002,99,8.2,Yes
35,Female,Bangalore,62614,3,3.2,Yes
22,Female,Mumbai,32720,68,2.3,No
64,Male,Mumbai,77608,40,5.3,Yes
42,Male,Bangalore,127449,48,8.7,Yes
19,Male,Mumbai,122828,54,2.8,Yes
27,Male,Delhi,146613,35,1.2,No
47,Female,Delhi,92095,95,3.9,No
62,Female,Bangalore,125924,56,7.6,Yes
22,Female,Mumbai,104694,89,5.7,Yes
50,Male,Delhi,116452,40,8.3,Yes
18,Male,Delhi,107593,77,9.6,Yes
35,Male,Hyderabad,55892,68,8.0,Yes
49,Female,Hyderabad,126975,46,6.2,Yes
64,Male,Delhi,97242,78,5.2,Yes
28,Female,Bangalore,136041,13,0.9,No
38,Male,Chennai,146202,27,9.9,Yes
43,Female,Chennai,97606,6,4.1,Yes
42,Female,Delhi,143769,17,1.9,No
39,Male,Delhi,138542,36,6.8,Yes
44,Male,Delhi,126438,99,3.2,Yes
30,Female,Bangalore,20924,81,6.1,Yes
50,Female,Hyderabad,71322,2,6.1,Yes
51,Male,Delhi,46478,77,4.7,Yes
58,Male,Delhi,91042,52,8.4,Yes
52,Female,Mumbai,66418,66,3.0,Yes
18,Male,Bangalore,82217,52,4.8,Yes
38,Female,Delhi,120699,92,5.6,Yes
23,Female,Mumbai,110140,43,6.8,Yes
45,Male,Chennai,100846,90,7.9,Yes
34,Male,Delhi,93762,22,4.3,Yes
22,Male,Delhi,31781,55,6.6,Yes
48,Male,Mumbai,25515,67,1.9,No
22,Male,Bangalore,137358,99,9.4,Yes
55,Female,Delhi,56133,60,4.1,No
20,Female,Chennai,102508,58,7.4,Yes
40,Male,Delhi,117628,12,0.7,No
54,Male,Chennai,96946,88,2.4,Yes
54,Male,Hyderabad,105058,69,5.1,Yes
27,Female,Hyderabad,29095,84,8.8,Yes
27,Male,Chennai,108583,39,5.5,Yes
36,Male,Bangalore,40470,13,9.3,Yes
34,Female,Delhi,63129,41,5.1,Yes
38,Female,Delhi,28531,57,5.2,Yes
31,Male,Hyderabad,57038,53,1.6,No
26,Male,Chennai,107939,12,8.1,Yes
63,Male,Delhi,62674,13,2.8,No
18,Female,Delhi,147572,74,9.0,Yes
62,Male,Bangalore,114658,97,9.2,Yes
30,Male,Mumbai,102476,57,9.5,Yes
21,Male,Hyderabad,49831,40,5.4,No
18,Female,Hyderabad,77174,80,6.9,Yes
57,Female,Mumbai,31279,45,7.9,No
49,Male,Delhi,58220,35,1.7,No
51,Male,Bangalore,80610,3,6.2,Yes
45,Female,Bangalore,72719,5,0.8,No
48,Female,Hyderabad,144936,90,5.2,Yes
25,Female,Bangalore,73051,11,2.0,Yes
56,Female,Mumbai,92013,71,2.2,Yes
43,Female,Delhi,76652,56,4.0,Yes
51,Female,Mumbai,85524,10,4.6,Yes
20,Female,Chennai,102936,34,6.4,Yes
29,Female,Hyderabad,26470,67,1.2,No
18,Female,Bangalore,87598,72,5.3,Yes
61,Male,Chennai,61798,31,2.2,No
22,Male,Bangalore,144517,75,6.0,Yes
47,Male,Delhi,73473,71,6.6,Yes
47,Female,Delhi,39880,66,5.8,Yes
34,Male,Delhi,120117,70,7.5,Yes
64,Female,Bangalore,64439,41,3.7,Yes
40,Female,Chennai,140944,63,7.8,Yes
32,Male,Delhi,34308,32,4.6,No
54,Female,Chennai,111563,20,5.1,Yes
38,Male,Bangalore,116256,57,6.7,Yes
31,Male,Chennai,55081,98,0.7,No
19,Male,Bangalore,95242,50,6.7,Yes
28,Female,Bangalore,70383,80,6.4,Yes
56,Male,Hyderabad,29837,25,3.4,No
55,Female,Bangalore,124135,12,1.3,No
51,Male,Bangalore,72151,71,1.4,Yes
55,Male,Mumbai,138128,39,9.3,Yes
51,Male,Delhi,56824,17,7.0,No
35,Female,Hyderabad,53073,45,1.7,No
47,Female,Hyderabad,132651,11,3.9,Yes
32,Female,Hyderabad,117624,70,6.1,Yes
44,Male,Mumbai,113648,23,8.4,Yes
51,Male,Bangalore,46299,91,0.9,No
55,Female,Delhi,119993,70,2.7,Yes
50,Female,Chennai,78861,38,9.0,Yes
41,Female,Bangalore,50063,2,0.6,No
32,Female,Mumbai,89453,86,2.4,Yes
47,Female,Bangalore,141768,84,9.6,Yes
59,Female,Bangalore,143299,89,6.3,Yes
34,Male,Mumbai,88472,79,3.0,Yes
22,Female,Hyderabad,122166,93,1.1,Yes
46,Male,Hyderabad,34506,72,0.8,No
21,Male,Delhi,114341,37,2.8,No
27,Female,Delhi,99854,49,8.9,Yes
34,Female,Hyderabad,133604,52,4.5,Yes
27,Male,Chennai,46026,33,7.3,No
34,Female,Bangalore,47672,22,9.2,No
37,Female,Chennai,58417,5,4.4,No
41,Male,Bangalore,72413,18,2.3,No
22,Male,Hyderabad,144044,38,5.4,Yes
51,Male,Delhi,85066,37,9.1,Yes
23,Female,Delhi,79213,94,8.1,Yes
19,Male,Chennai,70971,95,1.1,Yes
30,Female,Delhi,47281,64,7.1,Yes
60,Male,Hyderabad,133978,10,5.9,Yes
60,Male,Chennai,48091,79,9.1,Yes
28,Male,Bangalore,70494,42,1.7,No
64,Female,Delhi,123864,48,5.6,Yes
40,Female,Mumbai,133755,44,8.9,Yes
33,Male,Delhi,38610,82,4.4,Yes
48,Male,Bangalore,21079,87,5.1,Yes
28,Male,Chennai,115386,97,1.2,Yes
33,Female,Bangalore,66751,16,3.1,Yes
25,Male,Mumbai,106126,54,3.6,Yes
21,Female,Hyderabad,75432,35,9.5,Yes
57,Male,Delhi,50951,98,3.2,Yes
21,Male,Chennai,100863,28,4.9,Yes
42,Male,Hyderabad,98291,2,6.9,Yes
20,Male,Bangalore,145659,94,2.0,Yes
49,Male,Chennai,79872,13,5.1,Yes
20,Male,Hyderabad,27235,41,7.5,No
44,Female,Chennai,102733,80,8.7,Yes
46,Male,Mumbai,82712,59,6.4,Yes
49,Female,Mumbai,41473,69,6.9,Yes
36,Male,Delhi,87567,92,1.7,Yes
38,Male,Delhi,126818,53,9.5,Yes
22,Female,Mumbai,145849,45,1.8,No
35,Male,Chennai,127399,20,7.9,Yes
45,Female,Mumbai,144421,24,3.0,No
59,Female,Delhi,99823,61,9.4,Yes
39,Male,Mumbai,124215,91,7.3,Yes
38,Female,Mumbai,129999,94,7.7,Yes
23,Female,Chennai,52230,58,2.6,No
18,Male,Hyderabad,104573,27,4.7,Yes
22,Female,Delhi,112588,26,6.4,Yes
58,Male,Chennai,88876,7,7.8,Yes
29,Male,Mumbai,60644,42,1.5,No
43,Male,Mumbai,68664,47,9.6,Yes
63,Male,Hyderabad,65203,53,9.0,Yes
51,Female,Delhi,86677,59,3.1,Yes
31,Male,Delhi,45425,38,8.3,No
43,Male,Bangalore,143246,69,5.4,Yes
62,Female,Delhi,104817,87,4.9,Yes
44,Male,Hyderabad,127585,92,3.5,Yes
26,Male,Bangalore,105961,98,6.0,Yes
43,Female,Bangalore,120342,53,7.4,Yes
64,Female,Mumbai,145740,15,4.4,Yes
39,Female,Mumbai,117649,96,6.5,Yes
64,Female,Delhi,89806,26,7.1,Yes
47,Female,Bangalore,62814,48,7.3,Yes
60,Female,Mumbai,90219,95,1.0,Yes
34,Female,Hyderabad,69646,19,8.7,Yes
43,Male,Mumbai,59884,9,4.9,No
53,Female,Mumbai,115345,64,3.0,Yes
18,Female,Bangalore,146062,93,2.8,Yes
25,Female,Bangalore,120088,54,5.1,Yes
52,Male,Chennai,138198,51,8.9,Yes
32,Male,Hyderabad,89322,39,4.1,No
64,Female,Bangalore,41650,4,7.6,No
39,Female,Delhi,114242,3,1.4,No
31,Female,Hyderabad,29190,64,5.0,Yes
43,Male,Hyderabad,58196,29,9.9,No
45,Male,Bangalore,59449,11,7.8,No
40,Female,Hyderabad,59661,97,2.5,No
31,Male,Bangalore,49709,58,5.3,No
41,Female,Mumbai,130965,75,2.7,Yes
19,Male,Chennai,100428,27,4.4,Yes
62,Male,Mumbai,95179,97,7.9,Yes
43,Female,Bangalore,29943,21,7.8,No
31,Female,Bangalore,63240,39,2.7,No
24,Female,Mumbai,65760,95,9.3,Yes
20,Female,Delhi,41042,46,6.1,No
64,Male,Delhi,141770,66,4.1,No
40,Male,Delhi,63894,91,5.3,Yes
63,Male,Bangalore,26869,36,6.2,No
60,Female,Hyderabad,81078,75,5.8,Yes
64,Male,Bangalore,76759,82,5.1,No
62,Female,Hyderabad,125973,65,5.3,Yes
35,Male,Mumbai,64306,63,2.2,Yes
55,Female,Chennai,128369,99,8.2,Yes
52,Female,Hyderabad,75371,35,5.6,Yes
32,Male,Delhi,40918,31,1.7,No
42,Female,Bangalore,48379,28,7.8,No
54,Female,Mumbai,140667,1,9.4,Yes
45,Male,Delhi,128475,25,9.5,Yes
27,Female,Mumbai,110810,43,4.0,Yes
56,Female,Chennai,103232,84,1.8,Yes
34,Female,Bangalore,22962,67,5.4,Yes
56,Male,Bangalore,33851,63,1.6,No
39,Male,Chennai,137626,51,9.4,Yes
43,Female,Bangalore,65747,2,2.2,No
61,Male,Hyderabad,145180,82,2.9,Yes
42,Female,Mumbai,72349,64,4.4,Yes
34,Female,Delhi,90832,74,4.1,Yes
30,Female,Chennai,76356,69,8.0,Yes
37,Female,Hyderabad,34745,9,4.8,No
42,Female,Delhi,25730,2,2.1,No
21,Male,Delhi,33921,34,3.0,No
27,Female,Chennai,118430,60,5.3,Yes
20,Male,Hyderabad,91138,61,1.9,No
58,Male,Delhi,103111,31,6.3,Yes
62,Female,Delhi,39023,10,5.9,No
35,Female,Hyderabad,65349,76,7.3,Yes
64,Male,Bangalore,146796,36,9.4,Yes
53,Male,Delhi,101533,85,9.2,Yes
64,Male,Mumbai,103286,49,9.5,Yes
39,Female,Hyderabad,61979,70,2.8,Yes
51,Male,Delhi,42837,49,1.7,No
64,Female,Chennai,34997,3,3.4,No
25,Female,Mumbai,124975,74,9.0,Yes
57,Female,Delhi,108603,5,9.7,Yes
61,Male,Mumbai,65039,90,8.7,Yes
36,Female,Mumbai,147394,61,1.5,Yes
59,Female,Bangalore,40923,85,9.5,Yes
58,Female,Mumbai,28876,90,4.5,Yes
54,Female,Bangalore,80973,26,0.6,No
23,Female,Hyderabad,22887,72,4.7,Yes
43,Male,Bangalore,83723,5,0.9,No
51,Female,Chennai,62422,15,5.7,Yes
62,Female,Delhi,122390,16,3.7,Yes
23,Male,Hyderabad,71413,1,5.0,Yes
54,Female,Hyderabad,122484,16,6.3,No
50,Male,Chennai,22841,37,8.8,No
39,Female,Bangalore,144647,3,6.8,Yes
38,Male,Delhi,48756,52,4.6,Yes
23,Male,Bangalore,91576,47,8.3,Yes
23,Female,Mumbai,138248,95,9.1,Yes
21,Female,Bangalore,30304,13,1.6,No
47,Female,Hyderabad,50341,80,5.6,Yes
28,Male,Delhi,24758,55,3.2,Yes
47,Male,Bangalore,37010,21,0.9,No
48,Male,Delhi,147039,66,6.9,Yes
41,Female,Delhi,80758,54,8.7,Yes
26,Male,Mumbai,51658,27,2.0,No
20,Male,Mumbai,69002,38,8.2,Yes
48,Female,Hyderabad,123318,90,8.6,No
57,Male,Chennai,21375,58,9.2,Yes
54,Male,Delhi,119485,62,3.0,Yes
53,Female,Chennai,42092,46,9.1,No
41,Male,Hyderabad,20490,89,3.5,Yes
48,Female,Delhi,23729,11,5.7,No
23,Female,Delhi,25974,72,1.0,No
19,Female,Chennai,138222,8,0.9,No
37,Female,Bangalore,105216,97,7.3,Yes
45,Female,Mumbai,103860,71,4.7,Yes
28,Male,Bangalore,147288,64,2.9,Yes
21,Male,Chennai,116870,21,2.3,No
32,Female,Mumbai,41398,72,6.9,Yes
23,Female,Bangalore,54650,63,0.5,No
47,Male,Mumbai,41292,85,8.2,Yes
55,Female,Delhi,121291,64,1.3,No
19,Female,Bangalore,123889,20,2.3,No
32,Female,Mumbai,23159,8,4.2,No
28,Male,Mumbai,118162,58,5.1,Yes
25,Male,Mumbai,82766,46,3.9,Yes
43,Female,Bangalore,114887,31,3.5,Yes
62,Female,Hyderabad,122834,93,9.7,Yes
61,Male,Bangalore,37065,9,6.6,No
22,Male,Chennai,41638,15,0.7,No
23,Female,Bangalore,21073,94,4.6,Yes
43,Female,Mumbai,66511,26,8.8,Yes
21,Male,Delhi,104307,10,3.4,Yes
36,Male,Bangalore,145274,29,1.4,No
37,Male,Bangalore,120997,80,7.7,No
50,Female,Mumbai,127866,36,6.3,Yes
37,Male,Delhi,49320,84,5.9,Yes
29,Female,Delhi,89876,37,1.0,No
64,Male,Chennai,54924,86,1.8,No
18,Male,Bangalore,101720,71,6.4,Yes
43,Male,Delhi,60734,23,2.5,No
31,Male,Delhi,88116,41,5.3,Yes
55,Female,Hyderabad,60025,93,5.7,Yes
54,Female,Hyderabad,114503,80,3.2,Yes
28,Male,Delhi,22159,28,9.5,No
53,Female,Chennai,68940,48,8.5,Yes
30,Male,Delhi,99436,38,7.4,Yes
60,Male,Mumbai,96976,31,1.2,No
20,Male,Bangalore,34678,14,1.5,No
50,Male,Chennai,81075,97,5.2,Yes
23,Female,Mumbai,67204,73,2.0,Yes
27,Male,Chennai,32021,91,9.8,Yes
22,Male,Mumbai,26772,88,2.0,No
40,Female,Bangalore,87163,77,5.1,Yes
27,Male,Bangalore,129968,90,4.0,Yes
61,Male,Hyderabad,93755,29,6.6,Yes
19,Male,Mumbai,43464,51,1.7,No
30,Female,Hyderabad,71137,49,4.6,Yes
57,Male,Mumbai,50232,43,3.1,No
19,Female,Hyderabad,81497,92,8.9,Yes
37,Male,Bangalore,128017,92,0.9,Yes
18,Male,Chennai,94024,72,9.2,Yes
54,Female,Hyderabad,120485,87,8.4,Yes
26,Male,Mumbai,129898,93,3.3,Yes
34,Male,Mumbai,71448,5,8.0,Yes
26,Female,Bangalore,125468,42,0.8,No
28,Female,Mumbai,104517,7,9.7,Yes
32,Female,Delhi,20901,42,5.5,No
41,Female,Chennai,107980,36,3.4,Yes
55,Female,Hyderabad,127594,27,3.9,Yes
52,Male,Chennai,103597,58,1.1,Yes
47,Female,Bangalore,22881,46,9.9,No
48,Male,Hyderabad,49863,66,0.9,No
22,Male,Hyderabad,131362,25,6.7,Yes
61,Male,Delhi,25622,73,4.7,Yes
31,Female,Bangalore,142740,27,9.5,Yes
28,Female,Mumbai,21378,1,2.8,No
26,Male,Delhi,103168,87,5.6,Yes
51,Female,Delhi,113847,74,5.1,Yes
29,Female,Chennai,91186,42,7.2,Yes
52,Female,Chennai,65201,52,1.1,Yes
52,Female,Chennai,140767,25,2.3,No
18,Male,Delhi,127760,54,2.5,Yes
57,Male,Mumbai,79251,67,7.5,Yes
39,Female,Hyderabad,92572,6,2.3,No
46,Male,Chennai,59255,58,5.9,Yes
25,Female,Mumbai,83212,70,2.5,Yes
28,Female,Bangalore,70210,53,8.7,Yes
58,Male,Chennai,145629,66,9.5,Yes
54,Male,Hyderabad,136736,58,5.4,Yes
31,Male,Bangalore,42499,82,3.8,Yes
47,Female,Bangalore,122552,87,2.7,Yes
52,Male,Hyderabad,71628,2,1.0,No
38,Female,Chennai,81360,76,3.1,Yes
54,Male,Delhi,24603,22,6.7,No
22,Male,Hyderabad,113309,37,5.6,Yes
36,Female,Hyderabad,147466,20,9.5,Yes
31,Female,Hyderabad,105473,24,4.3,Yes
43,Female,Bangalore,32632,84,7.1,Yes
21,Female,Mumbai,50607,65,5.1,Yes
42,Female,Delhi,111873,65,5.4,Yes
62,Female,Chennai,85756,81,3.0,Yes
59,Female,Chennai,66994,1,4.8,Yes
42,Female,Mumbai,83382,94,5.0,Yes
35,Male,Hyderabad,90354,3,7.2,Yes
57,Female,Delhi,76344,46,9.4,Yes
25,Female,Chennai,73775,55,3.6,Yes
56,Male,Chennai,27349,75,0.9,No
57,Female,Hyderabad,91154,88,5.2,Yes
31,Male,Mumbai,47464,86,5.7,Yes
49,Male,Delhi,62624,64,2.1,Yes
55,Female,Mumbai,141897,45,7.7,Yes
50,Male,Mumbai,146866,26,9.9,Yes
40,Female,Delhi,57344,77,9.5,Yes
32,Male,Delhi,145857,65,2.4,Yes
50,Male,Chennai,103791,24,8.8,Yes
42,Male,Chennai,44299,74,7.2,Yes
34,Female,Delhi,67975,35,4.8,Yes
50,Female,Bangalore,21462,24,5.6,No
64,Male,Chennai,140209,28,8.6,Yes
19,Male,Bangalore,101441,80,5.1,Yes
31,Female,Delhi,110456,16,4.0,Yes
57,Female,Chennai,101788,59,5.2,Yes
57,Male,Mumbai,126540,81,6.0,Yes
56,Male,Delhi,60581,54,2.3,Yes
23,Female,Hyderabad,120372,79,9.1,Yes
23,Female,Bangalore,91289,16,6.9,Yes
20,Female,Delhi,125541,15,6.5,Yes
24,Female,Delhi,34175,98,1.4,No
25,Female,Chennai,141704,11,6.2,Yes
59,Male,Chennai,26191,65,1.6,No
32,Female,Chennai,103434,79,1.2,Yes
64,Male,Hyderabad,104518,90,5.5,Yes
46,Female,Chennai,100158,68,4.3,Yes
50,Male,Delhi,86537,43,6.1,Yes
47,Female,Chennai,135721,69,1.3,Yes
56,Female,Mumbai,67645,99,4.6,No
44,Male,Chennai,128536,13,2.2,No
53,Male,Hyderabad,43283,10,9.9,No
46,Female,Mumbai,143153,75,5.8,Yes
55,Female,Delhi,106971,82,7.0,Yes
50,Female,Delhi,112759,98,3.6,Yes
54,Female,Bangalore,79123,41,1.4,No
44,Female,Mumbai,122780,50,9.8,Yes
50,Male,Bangalore,50024,87,3.2,Yes
21,Male,Mumbai,69630,71,4.5,Yes
39,Female,Mumbai,50734,59,6.7,Yes
19,Male,Hyderabad,20515,39,0.7,No
27,Male,Bangalore,130782,3,8.2,Yes
22,Male,Hyderabad,86727,76,5.6,Yes
27,Female,Mumbai,117800,7,3.1,Yes
50,Male,Delhi,129164,49,1.1,Yes
55,Female,Mumbai,66216,26,2.0,Yes
30,Male,Hyderabad,91833,33,9.0,Yes
48,Female,Bangalore,78755,48,7.0,Yes
64,Male,Bangalore,47856,79,2.9,Yes
53,Female,Hyderabad,134959,2,1.1,No
62,Female,Bangalore,93870,71,7.1,Yes
41,Male,Chennai,44162,32,5.9,No
32,Female,Delhi,26008,4,4.3,No
46,Female,Delhi,27987,20,4.0,No
25,Female,Delhi,82532,36,2.6,No
22,Female,Bangalore,116502,32,6.9,Yes
46,Female,Bangalore,23332,28,9.7,No
64,Female,Mumbai,86323,77,2.2,Yes
21,Female,Mumbai,58990,1,6.2,No
29,Female,Delhi,29873,60,4.5,Yes
62,Male,Chennai,102542,56,4.7,Yes
19,Male,Mumbai,105761,35,2.9,No
44,Female,Mumbai,56444,30,8.3,No
48,Female,Bangalore,55340,54,5.1,Yes
53,Male,Chennai,125219,36,5.7,Yes
53,Male,Delhi,25033,55,3.4,Yes
43,Male,Mumbai,93324,89,2.2,Yes
60,Female,Chennai,35689,80,1.3,No
44,Male,Chennai,129756,58,7.3,Yes
22,Female,Delhi,107134,83,2.4,Yes
37,Female,Chennai,123016,65,7.1,Yes
28,Male,Chennai,115239,69,4.2,Yes
27,Female,Chennai,20066,51,4.4,Yes
57,Female,Mumbai,134159,22,5.0,Yes
55,Female,Delhi,65246,88,4.0,Yes
23,Female,Chennai,27533,53,1.5,No
25,Male,Chennai,100639,36,3.4,Yes
40,Male,Mumbai,90152,68,6.8,Yes
64,Female,Delhi,131581,36,6.8,Yes
43,Female,Bangalore,135828,52,3.2,Yes
63,Male,Mumbai,79658,53,4.9,Yes
60,Female,Delhi,58498,82,2.3,No
29,Male,Chennai,129028,50,2.5,No
43,Female,Delhi,31772,80,0.7,No
30,Female,Delhi,109385,41,9.0,Yes
57,Male,Delhi,69036,18,2.5,No
35,Male,Bangalore,78531,22,2.7,No
42,Male,Delhi,139159,66,3.2,No
50,Male,Bangalore,32940,21,1.7,No
64,Female,Chennai,138027,44,6.6,Yes
57,Male,Bangalore,36932,47,1.2,No
60,Female,Chennai,115305,39,1.8,No
29,Male,Chennai,76827,29,6.6,Yes
61,Male,Bangalore,81431,54,3.7,Yes
53,Female,Mumbai,44648,90,7.2,No
21,Male,Hyderabad,132947,85,5.8,Yes
22,Male,Delhi,52966,17,2.9,No
54,Male,Hyderabad,47777,80,6.7,Yes
25,Male,Delhi,144661,60,1.6,Yes
59,Female,Delhi,52567,31,5.6,No
45,Female,Chennai,135259,73,4.7,Yes
48,Male,Delhi,37174,95,3.0,No
26,Male,Delhi,62598,78,6.2,Yes
46,Male,Bangalore,144711,49,8.8,Yes
31,Female,Hyderabad,79199,2,10.0,Yes
57,Female,Bangalore,33798,48,6.3,No
58,Female,Delhi,85364,14,4.3,Yes
39,Female,Chennai,37558,59,2.6,No
28,Male,Bangalore,81084,97,2.9,Yes
40,Male,Bangalore,64237,99,5.1,Yes
18,Male,Mumbai,85497,58,4.0,No
63,Female,Delhi,20178,58,9.2,Yes
54,Male,Chennai,136932,51,4.0,Yes
38,Female,Bangalore,106006,84,4.0,Yes
43,Female,Bangalore,37118,2,4.1,No
63,Male,Chennai,42616,41,8.4,No
53,Male,Delhi,20798,83,6.7,Yes
40,Male,Mumbai,27601,82,6.3,Yes
18,Female,Bangalore,45363,16,3.7,No
57,Female,Mumbai,22795,4,8.3,No
32,Male,Hyderabad,117462,12,0.9,No
38,Male,Delhi,65264,29,8.8,Yes
64,Female,Hyderabad,122892,7,5.4,Yes
26,Male,Hyderabad,92833,14,4.3,Yes
26,Female,Hyderabad,149688,12,5.2,Yes
27,Female,Delhi,23084,99,6.8,Yes
43,Male,Delhi,115865,5,0.6,No
58,Male,Chennai,96646,81,8.8,Yes
52,Male,Mumbai,20731,32,4.7,No
42,Male,Mumbai,21129,74,3.8,Yes
43,Female,Chennai,48022,43,1.8,No
28,Female,Chennai,21605,81,4.7,Yes
55,Female,Hyderabad,97506,69,5.2,Yes
19,Male,Chennai,129241,45,4.3,Yes
24,Female,Bangalore,64130,9,6.9,Yes
35,Male,Mumbai,49265,49,4.5,Yes
44,Male,Chennai,52330,33,9.6,No
51,Male,Bangalore,88469,18,6.2,Yes
44,Male,Bangalore,35187,9,8.2,No
34,Male,Bangalore,45791,62,1.5,No
60,Male,Bangalore,110436,57,4.3,No
61,Female,Hyderabad,90610,29,3.7,Yes
41,Male,Bangalore,132341,78,5.9,Yes
42,Female,Hyderabad,111962,25,8.7,Yes
24,Female,Hyderabad,59867,15,1.2,No
23,Male,Bangalore,136178,6,1.2,No
41,Male,Mumbai,20893,42,8.6,No
50,Male,Bangalore,119694,29,2.5,No
46,Female,Bangalore,39773,79,6.9,Yes
60,Male,Bangalore,24239,93,5.7,Yes
39,Female,Mumbai,40863,4,8.4,No
43,Male,Delhi,71415,82,1.7,Yes
45,Male,Delhi,88968,57,1.7,Yes
38,Female,Hyderabad,120675,49,5.8,Yes
24,Female,Hyderabad,80430,44,9.5,Yes
34,Male,Mumbai,139000,80,4.4,Yes
